ch= 0	tth= 6
ch= 1	tth= 10
ch= 2	tth= 10
ch= 3	tth= 14
ch= 4	tth= 19
ch= 5	tth= 5
ch= 6	tth= 20
ch= 7	tth= 11
ch= 8	tth= 20
ch= 9	tth= 8
ch= 10	tth= 8
ch= 11	tth= 12
ch= 12	tth= 7
ch= 13	tth= 16
ch= 14	tth= 12
ch= 15	tth= 12
ch= 16	tth= 17
ch= 17	tth= 11
ch= 18	tth= 10
ch= 19	tth= 13
ch= 20	tth= 9
ch= 21	tth= 5
ch= 22	tth= 9
ch= 23	tth= 13
ch= 24	tth= 9
ch= 25	tth= 9
ch= 26	tth= 9
ch= 27	tth= 23
ch= 28	tth= 13
ch= 29	tth= 18
ch= 30	tth= 9
ch= 31	tth= 12
ch= 32	tth= 16
ch= 33	tth= 16
ch= 34	tth= 19
ch= 35	tth= 13
ch= 36	tth= 7
ch= 37	tth= 9
ch= 38	tth= 15
ch= 39	tth= 16
ch= 40	tth= 9
ch= 41	tth= 23
ch= 42	tth= 11
ch= 43	tth= 8
ch= 44	tth= 20
ch= 45	tth= 7
ch= 46	tth= 15
ch= 47	tth= 7
ch= 48	tth= 15
ch= 49	tth= 10
ch= 50	tth= 11
ch= 51	tth= 18
ch= 52	tth= 11
ch= 53	tth= 8
ch= 54	tth= 21
ch= 55	tth= 23
ch= 56	tth= 17
ch= 57	tth= 9
ch= 58	tth= 18
ch= 59	tth= 5
ch= 60	tth= 7
ch= 61	tth= 14
ch= 62	tth= 11
ch= 63	tth= 15
